AALA__ref	AALA__ref
CUC_Momordica_foetida_RNA__00	CUC_Momordica_foetida_RNA
CUC_Momordica_foetida_RNA__01	CUC_Momordica_foetida_RNA
CUC_Momordica_foetida_RNA__02	CUC_Momordica_foetida_RNA
CUC_Momordica_foetida_RNA__03	CUC_Momordica_foetida_RNA
CUC_Momordica_foetida_RNA__04	CUC_Momordica_foetida_RNA
CUC_Momordica_peteri	CUC_Momordica_peteri
CUC_Momordica_peteri__00	CUC_Momordica_peteri
CUC_Momordica_peteri__01	CUC_Momordica_peteri
CUC_Momordica_rostrata_RNA	CUC_Momordica_rostrata_RNA
CUC_Momordica_rostrata_RNA__00	CUC_Momordica_rostrata_RNA
CUC_Momordica_rostrata_RNA__01	CUC_Momordica_rostrata_RNA
CUC_Momordica_rostrata_RNA__02	CUC_Momordica_rostrata_RNA
CUC_Momordica_rostrata_RNA__03	CUC_Momordica_rostrata_RNA
CUC_Momordica_rostrata_RNA__04	CUC_Momordica_rostrata_RNA
CUC_Momordica_rostrata_RNA__05	CUC_Momordica_rostrata_RNA
CUC_Momordica_sessilifolia_HS2565_GSK	CUC_Momordica_sessilifolia_HS2565_GSK
CUC_Momordica_sessilifolia_HS2565_GSK__00	CUC_Momordica_sessilifolia_HS2565_GSK
CUC_Momordica_sessilifolia_HS2565_GSK__01	CUC_Momordica_sessilifolia_HS2565_GSK
CUC_Momordica_sessilifolia_HS2565_GSK__02	CUC_Momordica_sessilifolia_HS2565_GSK
CUC_Momordica_sessilifolia_HS2565_GSK__03	CUC_Momordica_sessilifolia_HS2565_GSK
CUC_Muellerargia_timorensis	CUC_Muellerargia_timorensis
CUC_Muellerargia_timorensis__00	CUC_Muellerargia_timorensis
CUC_Muellerargia_timorensis__01	CUC_Muellerargia_timorensis
CUC_Muellerargia_timorensis__02	CUC_Muellerargia_timorensis
CUC_Muellerargia_timorensis__03	CUC_Muellerargia_timorensis
CUC_Muellerargia_timorensis__04	CUC_Muellerargia_timorensis
CUC_Muellerargia_timorensis__05	CUC_Muellerargia_timorensis
CUC_Neoalsomitra_integrifoliola_RNA	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_integrifoliola_RNA__00	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_integrifoliola_RNA__01	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_integrifoliola_RNA__02	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_integrifoliola_RNA__03	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_integrifoliola_RNA__04	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_integrifoliola_RNA__05	CUC_Neoalsomitra_integrifoliola_RNA
CUC_Neoalsomitra_sarcophylla	CUC_Neoalsomitra_sarcophylla
CUC_Neoalsomitra_sarcophylla_RNA	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla_RNA__00	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla_RNA__01	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla_RNA__02	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla_RNA__03	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla_RNA__04	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla_RNA__05	CUC_Neoalsomitra_sarcophylla_RNA
CUC_Neoalsomitra_sarcophylla__00	CUC_Neoalsomitra_sarcophylla
CUC_Neoalsomitra_sarcophylla__01	CUC_Neoalsomitra_sarcophylla
CUC_Neoalsomitra_sarcophylla__02	CUC_Neoalsomitra_sarcophylla
CUC_Neoalsomitra_sarcophylla__03	CUC_Neoalsomitra_sarcophylla
CUC_Nothoalsomitra_suberosa	CUC_Nothoalsomitra_suberosa
CUC_Nothoalsomitra_suberosa_SB27_GSK	CUC_Nothoalsomitra_suberosa_SB27_GSK
CUC_Nothoalsomitra_suberosa_SB27_GSK__00	CUC_Nothoalsomitra_suberosa_SB27_GSK
CUC_Nothoalsomitra_suberosa_SB27_GSK__01	CUC_Nothoalsomitra_suberosa_SB27_GSK
CUC_Nothoalsomitra_suberosa__00	CUC_Nothoalsomitra_suberosa
CUC_Nothoalsomitra_suberosa__01	CUC_Nothoalsomitra_suberosa
CUC_Nothoalsomitra_suberosa__02	CUC_Nothoalsomitra_suberosa
CUC_Nothoalsomitra_suberosa__03	CUC_Nothoalsomitra_suberosa
CUC_Papuasicyos_sp	CUC_Papuasicyos_sp
CUC_Papuasicyos_sp__00	CUC_Papuasicyos_sp
CUC_Papuasicyos_sp__01	CUC_Papuasicyos_sp
CUC_Penelopeia_sphaerica	CUC_Penelopeia_sphaerica
CUC_Penelopeia_sphaerica__00	CUC_Penelopeia_sphaerica
CUC_Penelopeia_sphaerica__01	CUC_Penelopeia_sphaerica
CUC_Penelopeia_sphaerica__02	CUC_Penelopeia_sphaerica
CUC_Penelopeia_sphaerica__03	CUC_Penelopeia_sphaerica
CUC_Peponium_poissonii	CUC_Peponium_poissonii
CUC_Peponium_poissonii__00	CUC_Peponium_poissonii
CUC_Peponium_poissonii__01	CUC_Peponium_poissonii
CUC_Peponium_poissonii__02	CUC_Peponium_poissonii
CUC_Peponium_poissonii__03	CUC_Peponium_poissonii
CUC_Peponium_poissonii__04	CUC_Peponium_poissonii
CUC_Peponium_poissonii__05	CUC_Peponium_poissonii
CUC_Peponium_vogelii_RNA	CUC_Peponium_vogelii_RNA
CUC_Peponium_vogelii_RNA__00	CUC_Peponium_vogelii_RNA
CUC_Peponium_vogelii_RNA__01	CUC_Peponium_vogelii_RNA
CUC_Peponium_vogelii_RNA__02	CUC_Peponium_vogelii_RNA
CUC_Peponium_vogelii_RNA__03	CUC_Peponium_vogelii_RNA
CUC_Peponium_vogelii_RNA__04	CUC_Peponium_vogelii_RNA
CUC_Peponopsis_adhaerens	CUC_Peponopsis_adhaerens
CUC_Peponopsis_adhaerens__00	CUC_Peponopsis_adhaerens
CUC_Peponopsis_adhaerens__01	CUC_Peponopsis_adhaerens
CUC_Peponopsis_adhaerens__02	CUC_Peponopsis_adhaerens
CUC_Peponopsis_adhaerens__03	CUC_Peponopsis_adhaerens
CUC_Peponopsis_adhaerens__04	CUC_Peponopsis_adhaerens
CUC_Polyclathra_cucumerina	CUC_Polyclathra_cucumerina
CUC_Polyclathra_cucumerina__00	CUC_Polyclathra_cucumerina
CUC_Polyclathra_cucumerina__01	CUC_Polyclathra_cucumerina
CUC_Polyclathra_cucumerina__02	CUC_Polyclathra_cucumerina
CUC_Polyclathra_cucumerina__03	CUC_Polyclathra_cucumerina
CUC_Polyclathra_cucumerina__04	CUC_Polyclathra_cucumerina
CUC_Polyclathra_cucumerina__05	CUC_Polyclathra_cucumerina
CUC_Pseudoapodanthera_villosa	CUC_Pseudoapodanthera_villosa
CUC_Pseudoapodanthera_villosa__00	CUC_Pseudoapodanthera_villosa
CUC_Pseudoapodanthera_villosa__01	CUC_Pseudoapodanthera_villosa
CUC_Pseudoapodanthera_villosa__02	CUC_Pseudoapodanthera_villosa
CUC_Pseudoapodanthera_villosa__03	CUC_Pseudoapodanthera_villosa
CUC_Pseudoapodanthera_villosa__04	CUC_Pseudoapodanthera_villosa
CUC_Psiguria_pedata	CUC_Psiguria_pedata
CUC_Psiguria_pedata__00	CUC_Psiguria_pedata
CUC_Psiguria_pedata__01	CUC_Psiguria_pedata
CUC_Psiguria_pedata__02	CUC_Psiguria_pedata
CUC_Psiguria_pedata__03	CUC_Psiguria_pedata
CUC_Psiguria_pedata__04	CUC_Psiguria_pedata
CUC_Psiguria_pedata__05	CUC_Psiguria_pedata
CUC_Psiguria_triphylla_RNA	CUC_Psiguria_triphylla_RNA
CUC_Psiguria_triphylla_RNA__00	CUC_Psiguria_triphylla_RNA
CUC_Psiguria_triphylla_RNA__01	CUC_Psiguria_triphylla_RNA
CUC_Psiguria_triphylla_RNA__02	CUC_Psiguria_triphylla_RNA
CUC_Psiguria_triphylla_RNA__03	CUC_Psiguria_triphylla_RNA
CUC_Psiguria_triphylla_RNA__04	CUC_Psiguria_triphylla_RNA
CUC_Psiguria_triphylla_RNA__05	CUC_Psiguria_triphylla_RNA
CUC_Pteropepon_deltoideus	CUC_Pteropepon_deltoideus
CUC_Pteropepon_deltoideus__00	CUC_Pteropepon_deltoideus
CUC_Pteropepon_deltoideus__01	CUC_Pteropepon_deltoideus
CUC_Pteropepon_deltoideus__02	CUC_Pteropepon_deltoideus
CUC_Raphidiocystis_welwitschii_HS5553_WGS	CUC_Raphidiocystis_welwitschii_HS5553_WGS
CUC_Raphidiocystis_welwitschii_HS5553_WGS__00	CUC_Raphidiocystis_welwitschii_HS5553_WGS
CUC_Raphidiocystis_welwitschii_HS5553_WGS__01	CUC_Raphidiocystis_welwitschii_HS5553_WGS
CUC_Raphidiocystis_welwitschii_HS5553_WGS__02	CUC_Raphidiocystis_welwitschii_HS5553_WGS
CUC_Raphidiocystis_welwitschii_HS5553_WGS__03	CUC_Raphidiocystis_welwitschii_HS5553_WGS
CUC_Ruthalicia_eglandulosa	CUC_Ruthalicia_eglandulosa
CUC_Ruthalicia_eglandulosa__00	CUC_Ruthalicia_eglandulosa
CUC_Ruthalicia_eglandulosa__01	CUC_Ruthalicia_eglandulosa
CUC_Ruthalicia_eglandulosa__02	CUC_Ruthalicia_eglandulosa
CUC_Rytidostylis_longisepala	CUC_Rytidostylis_longisepala
CUC_Rytidostylis_longisepala__00	CUC_Rytidostylis_longisepala
CUC_Rytidostylis_longisepala__01	CUC_Rytidostylis_longisepala
CUC_Rytidostylis_longisepala__02	CUC_Rytidostylis_longisepala
CUC_Rytidostylis_longisepala__03	CUC_Rytidostylis_longisepala
CUC_Rytidostylis_longisepala__04	CUC_Rytidostylis_longisepala
CUC_Schizocarpum_filiforme	CUC_Schizocarpum_filiforme
CUC_Schizocarpum_filiforme__00	CUC_Schizocarpum_filiforme
CUC_Schizocarpum_filiforme__01	CUC_Schizocarpum_filiforme
CUC_Schizocarpum_filiforme__02	CUC_Schizocarpum_filiforme
CUC_Schizocarpum_filiforme__03	CUC_Schizocarpum_filiforme
CUC_Schizocarpum_filiforme__04	CUC_Schizocarpum_filiforme
CUC_Schizopepon_bryoniifolius	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_bryoniifolius_RNA	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius_RNA__00	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius_RNA__01	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius_RNA__02	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius_RNA__03	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius_RNA__04	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius_RNA__05	CUC_Schizopepon_bryoniifolius_RNA
CUC_Schizopepon_bryoniifolius__00	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_bryoniifolius__01	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_bryoniifolius__02	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_bryoniifolius__03	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_bryoniifolius__04	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_bryoniifolius__05	CUC_Schizopepon_bryoniifolius
CUC_Schizopepon_monoicus_RNA	CUC_Schizopepon_monoicus_RNA
CUC_Schizopepon_monoicus_RNA__00	CUC_Schizopepon_monoicus_RNA
CUC_Schizopepon_monoicus_RNA__01	CUC_Schizopepon_monoicus_RNA
CUC_Schizopepon_monoicus_RNA__02	CUC_Schizopepon_monoicus_RNA
CUC_Schizopepon_monoicus_RNA__03	CUC_Schizopepon_monoicus_RNA
CUC_Schizopepon_monoicus_RNA__04	CUC_Schizopepon_monoicus_RNA
CUC_Schizopepon_monoicus_RNA__05	CUC_Schizopepon_monoicus_RNA
CUC_Scopellaria_diversifolia	CUC_Scopellaria_diversifolia
CUC_Scopellaria_diversifolia__00	CUC_Scopellaria_diversifolia
CUC_Scopellaria_diversifolia__01	CUC_Scopellaria_diversifolia
CUC_Scopellaria_diversifolia__02	CUC_Scopellaria_diversifolia
CUC_Scopellaria_diversifolia__03	CUC_Scopellaria_diversifolia
CUC_Scopellaria_diversifolia__04	CUC_Scopellaria_diversifolia
CUC_Scopellaria_diversifolia__05	CUC_Scopellaria_diversifolia
CUC_Seyrigia_gracilis	CUC_Seyrigia_gracilis
CUC_Seyrigia_gracilis__00	CUC_Seyrigia_gracilis
CUC_Seyrigia_gracilis__01	CUC_Seyrigia_gracilis
CUC_Seyrigia_gracilis__02	CUC_Seyrigia_gracilis
CUC_Seyrigia_gracilis__03	CUC_Seyrigia_gracilis
CUC_Seyrigia_gracilis__04	CUC_Seyrigia_gracilis
CUC_Seyrigia_gracilis__05	CUC_Seyrigia_gracilis
CUC_Seyrigia_humbertii_RNA	CUC_Seyrigia_humbertii_RNA
CUC_Seyrigia_humbertii_RNA__00	CUC_Seyrigia_humbertii_RNA
CUC_Seyrigia_humbertii_RNA__01	CUC_Seyrigia_humbertii_RNA
CUC_Seyrigia_humbertii_RNA__02	CUC_Seyrigia_humbertii_RNA
CUC_Seyrigia_humbertii_RNA__03	CUC_Seyrigia_humbertii_RNA
CUC_Seyrigia_humbertii_RNA__04	CUC_Seyrigia_humbertii_RNA
CUC_Seyrigia_humbertii_RNA__05	CUC_Seyrigia_humbertii_RNA
CUC_Sicana_odorifera	CUC_Sicana_odorifera
CUC_Sicana_odorifera_RNA	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera_RNA__00	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera_RNA__01	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera_RNA__02	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera_RNA__03	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera_RNA__04	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera_RNA__05	CUC_Sicana_odorifera_RNA
CUC_Sicana_odorifera__00	CUC_Sicana_odorifera
CUC_Sicana_odorifera__01	CUC_Sicana_odorifera
CUC_Sicana_odorifera__02	CUC_Sicana_odorifera
CUC_Sicana_odorifera__03	CUC_Sicana_odorifera
CUC_Sicana_odorifera__04	CUC_Sicana_odorifera
CUC_Sicana_odorifera__05	CUC_Sicana_odorifera
CUC_Sicydium_diffusum	CUC_Sicydium_diffusum
CUC_Sicydium_diffusum__00	CUC_Sicydium_diffusum
CUC_Sicydium_diffusum__01	CUC_Sicydium_diffusum
CUC_Sicydium_diffusum__02	CUC_Sicydium_diffusum
CUC_Sicyos_angulatus_GSK	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_angulatus_GSK__00	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_angulatus_GSK__01	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_angulatus_GSK__02	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_angulatus_GSK__03	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_angulatus_GSK__04	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_angulatus_GSK__05	CUC_Sicyos_angulatus_GSK
CUC_Sicyos_edulis_RNA	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_RNA__00	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_RNA__01	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_RNA__02	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_RNA__03	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_RNA__04	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_RNA__05	CUC_Sicyos_edulis_RNA
CUC_Sicyos_edulis_SB09_GSK	CUC_Sicyos_edulis_SB09_GSK
CUC_Sicyos_edulis_SB09_GSK__00	CUC_Sicyos_edulis_SB09_GSK
CUC_Sicyos_edulis_SB09_GSK__01	CUC_Sicyos_edulis_SB09_GSK
CUC_Sicyos_edulis_SB09_GSK__02	CUC_Sicyos_edulis_SB09_GSK
CUC_Siolmatra_brasiliensis	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_brasiliensis__00	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_brasiliensis__01	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_brasiliensis__02	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_brasiliensis__03	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_brasiliensis__04	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_brasiliensis__05	CUC_Siolmatra_brasiliensis
CUC_Siolmatra_pentaphylla_WGS	CUC_Siolmatra_pentaphylla_WGS
CUC_Siolmatra_pentaphylla_WGS__00	CUC_Siolmatra_pentaphylla_WGS
CUC_Siolmatra_pentaphylla_WGS__01	CUC_Siolmatra_pentaphylla_WGS
CUC_Siolmatra_pentaphylla_WGS__02	CUC_Siolmatra_pentaphylla_WGS
CUC_Siolmatra_pentaphylla_WGS__03	CUC_Siolmatra_pentaphylla_WGS
CUC_Siolmatra_pentaphylla_WGS__04	CUC_Siolmatra_pentaphylla_WGS
CUC_Siolmatra_pentaphylla_WGS__05	CUC_Siolmatra_pentaphylla_WGS
CUC_Siraitia_grosvenorii_1_RNA	CUC_Siraitia_grosvenorii_1_RNA
CUC_Siraitia_grosvenorii_1_RNA__00	CUC_Siraitia_grosvenorii_1_RNA
CUC_Siraitia_grosvenorii_1_RNA__01	CUC_Siraitia_grosvenorii_1_RNA
CUC_Siraitia_grosvenorii_1_RNA__02	CUC_Siraitia_grosvenorii_1_RNA
CUC_Siraitia_grosvenorii_2_RNA	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_2_RNA__00	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_2_RNA__01	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_2_RNA__02	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_2_RNA__03	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_2_RNA__04	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_2_RNA__05	CUC_Siraitia_grosvenorii_2_RNA
CUC_Siraitia_grosvenorii_3_RNA	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_3_RNA__00	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_3_RNA__01	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_3_RNA__02	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_3_RNA__03	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_3_RNA__04	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_3_RNA__05	CUC_Siraitia_grosvenorii_3_RNA
CUC_Siraitia_grosvenorii_WGS	CUC_Siraitia_grosvenorii_WGS
CUC_Siraitia_grosvenorii_WGS__00	CUC_Siraitia_grosvenorii_WGS
CUC_Siraitia_grosvenorii_WGS__01	CUC_Siraitia_grosvenorii_WGS
CUC_Siraitia_grosvenorii_WGS__02	CUC_Siraitia_grosvenorii_WGS
CUC_Siraitia_grosvenorii_WGS__03	CUC_Siraitia_grosvenorii_WGS
CUC_Siraitia_grosvenorii_WGS__04	CUC_Siraitia_grosvenorii_WGS
CUC_Siraitia_grosvenorii_WGS__05	CUC_Siraitia_grosvenorii_WGS
CUC_Solena_amplexicaulis_RNA	CUC_Solena_amplexicaulis_RNA
CUC_Solena_amplexicaulis_RNA__00	CUC_Solena_amplexicaulis_RNA
CUC_Solena_amplexicaulis_RNA__01	CUC_Solena_amplexicaulis_RNA
CUC_Solena_amplexicaulis_RNA__02	CUC_Solena_amplexicaulis_RNA
CUC_Solena_amplexicaulis_RNA__03	CUC_Solena_amplexicaulis_RNA
CUC_Solena_amplexicaulis_RNA__04	CUC_Solena_amplexicaulis_RNA
CUC_Solena_amplexicaulis_RNA__05	CUC_Solena_amplexicaulis_RNA
CUC_Solena_heterophylla	CUC_Solena_heterophylla
CUC_Solena_heterophylla__00	CUC_Solena_heterophylla
CUC_Solena_heterophylla__01	CUC_Solena_heterophylla
CUC_Solena_heterophylla__02	CUC_Solena_heterophylla
CUC_Solena_heterophylla__03	CUC_Solena_heterophylla
CUC_Solena_heterophylla__04	CUC_Solena_heterophylla
CUC_Solena_heterophylla__05	CUC_Solena_heterophylla
CUC_Tecunumania_stothertiae	CUC_Tecunumania_stothertiae
CUC_Tecunumania_stothertiae__00	CUC_Tecunumania_stothertiae
CUC_Tecunumania_stothertiae__01	CUC_Tecunumania_stothertiae
CUC_Tecunumania_stothertiae__02	CUC_Tecunumania_stothertiae
CUC_Telfairia_occidentalis_RNA	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_RNA__00	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_RNA__01	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_RNA__02	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_RNA__03	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_RNA__04	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_RNA__05	CUC_Telfairia_occidentalis_RNA
CUC_Telfairia_occidentalis_WGS	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_occidentalis_WGS__00	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_occidentalis_WGS__01	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_occidentalis_WGS__02	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_occidentalis_WGS__03	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_occidentalis_WGS__04	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_occidentalis_WGS__05	CUC_Telfairia_occidentalis_WGS
CUC_Telfairia_pedata	CUC_Telfairia_pedata
CUC_Telfairia_pedata_RNA	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata_RNA__00	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata_RNA__01	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata_RNA__02	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata_RNA__03	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata_RNA__04	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata_RNA__05	CUC_Telfairia_pedata_RNA
CUC_Telfairia_pedata__00	CUC_Telfairia_pedata
CUC_Telfairia_pedata__01	CUC_Telfairia_pedata
CUC_Telfairia_pedata__02	CUC_Telfairia_pedata
CUC_Telfairia_pedata__03	CUC_Telfairia_pedata
CUC_Telfairia_pedata__04	CUC_Telfairia_pedata
CUC_Thladiantha_cordifolia_RNA	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_cordifolia_RNA__00	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_cordifolia_RNA__01	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_cordifolia_RNA__02	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_cordifolia_RNA__03	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_cordifolia_RNA__04	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_cordifolia_RNA__05	CUC_Thladiantha_cordifolia_RNA
CUC_Thladiantha_dubia_SB06_GSK	CUC_Thladiantha_dubia_SB06_GSK
CUC_Thladiantha_dubia_SB06_GSK__00	CUC_Thladiantha_dubia_SB06_GSK
CUC_Thladiantha_dubia_SB06_GSK__01	CUC_Thladiantha_dubia_SB06_GSK
CUC_Thladiantha_dubia_SB06_GSK__02	CUC_Thladiantha_dubia_SB06_GSK
CUC_Thladiantha_dubia_SB06_GSK__03	CUC_Thladiantha_dubia_SB06_GSK
CUC_Thladiantha_globicarpa_RNA	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_globicarpa_RNA__00	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_globicarpa_RNA__01	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_globicarpa_RNA__02	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_globicarpa_RNA__03	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_globicarpa_RNA__04	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_globicarpa_RNA__05	CUC_Thladiantha_globicarpa_RNA
CUC_Thladiantha_hookeri	CUC_Thladiantha_hookeri
CUC_Thladiantha_hookeri__00	CUC_Thladiantha_hookeri
CUC_Thladiantha_hookeri__01	CUC_Thladiantha_hookeri
CUC_Thladiantha_hookeri__02	CUC_Thladiantha_hookeri
CUC_Thladiantha_hookeri__03	CUC_Thladiantha_hookeri
CUC_Thladiantha_hookeri__04	CUC_Thladiantha_hookeri
CUC_Thladiantha_nudiflora_RNA	CUC_Thladiantha_nudiflora_RNA
CUC_Thladiantha_nudiflora_RNA__00	CUC_Thladiantha_nudiflora_RNA
CUC_Thladiantha_nudiflora_RNA__01	CUC_Thladiantha_nudiflora_RNA
CUC_Thladiantha_nudiflora_RNA__02	CUC_Thladiantha_nudiflora_RNA
CUC_Thladiantha_nudiflora_RNA__03	CUC_Thladiantha_nudiflora_RNA
CUC_Thladiantha_nudiflora_RNA__04	CUC_Thladiantha_nudiflora_RNA
CUC_Thladiantha_punctata_RNA	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_punctata_RNA__00	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_punctata_RNA__01	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_punctata_RNA__02	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_punctata_RNA__03	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_punctata_RNA__04	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_punctata_RNA__05	CUC_Thladiantha_punctata_RNA
CUC_Thladiantha_villosula_RNA	CUC_Thladiantha_villosula_RNA
CUC_Thladiantha_villosula_RNA__00	CUC_Thladiantha_villosula_RNA
CUC_Thladiantha_villosula_RNA__01	CUC_Thladiantha_villosula_RNA
CUC_Trichosanthes_anguina_RNA	CUC_Trichosanthes_anguina_RNA
CUC_Trichosanthes_anguina_RNA__00	CUC_Trichosanthes_anguina_RNA
CUC_Trichosanthes_anguina_RNA__01	CUC_Trichosanthes_anguina_RNA
CUC_Trichosanthes_anguina_RNA__02	CUC_Trichosanthes_anguina_RNA
CUC_Trichosanthes_baviensis_RNA	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_RNA__00	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_RNA__01	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_RNA__02	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_RNA__03	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_RNA__04	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_RNA__05	CUC_Trichosanthes_baviensis_RNA
CUC_Trichosanthes_baviensis_SYS319_GSK	CUC_Trichosanthes_baviensis_SYS319_GSK
CUC_Trichosanthes_baviensis_SYS319_GSK__00	CUC_Trichosanthes_baviensis_SYS319_GSK
CUC_Trichosanthes_baviensis_SYS319_GSK__01	CUC_Trichosanthes_baviensis_SYS319_GSK
